id;count
01;57.9
02;41.6
03;44.7
04;36.3
33;55.3
05;42.7
06;39.2
07;54.6
08;62.6
09;49.5
10;42
11;45
39;53.7
12;43.3
51;38.5
13;42
14;39.7
15;49.8
16;39.5
17;57.5
18;44.4
19;49.4
20;58.8
21;36.2
22;47.9
23;35.8
26;51.6
35;55.8
24;47.5
25;48.8
27;39.9
28;66
29;51.6
52;48.5
30;35.8
31;52.8
32;38.3
34;48.4
36;44.3
37;51.5
38;53.4
40;50.6
41;46
42;47
43;49.6
44;45.5
45;44.4
46;50
47;54.3
48;57.4
49;39.6
50;57.1
