category;count
2006/Czech Republic/Cross Country Skiing;3
2006/Czech Republic/Ice Hockey;24
2006/Estonia/Cross Country Skiing;3
2006/Finland/Alpine Skiing;1
2006/Finland/Cross Country Skiing;2
2006/Finland/Curling;4
2006/Finland/Freestyle Skiing;1
2006/Finland/Ice Hockey;23
2006/Finland/Nordic Combined;4
2006/Finland/Ski Jumping;5
2006/Finland/Snowboarding;1
2006/France/Alpine Skiing;2
2006/France/Biathlon;10
2006/France/Cross Country Skiing;1
2006/France/Freestyle Skiing;1
2006/France/Snowboarding;1
2006/Germany/Biathlon;17
2006/Germany/Bobsleigh;8
2006/Germany/Cross Country Skiing;10
2006/Germany/Luge;5
2006/Germany/Nordic Combined;6
2006/Germany/Snowboarding;1
2006/Germany/Speed Skating;7
2006/Great Britain/Skeleton;1
2006/Italy/Bobsleigh;2
2006/Italy/Cross Country Skiing;10
2006/Italy/Luge;3
2006/Italy/Short-Track Speed Skating;4
2006/Italy/Speed Skating;6
2006/Japan/Figure Skating;1
2006/Latvia/Luge;1
2006/Netherlands/Speed Skating;13
2006/Norway/Alpine Skiing;1
2006/Norway/Biathlon;6
2006/Norway/Cross Country Skiing;5
2006/Norway/Freestyle Skiing;1
2006/Norway/Nordic Combined;2
2006/Norway/Ski Jumping;7
2006/Norway/Snowboarding;1
2006/Poland/Biathlon;1
2006/Poland/Cross Country Skiing;1
2006/Russia/Biathlon;11
2006/Russia/Bobsleigh;4
2006/Russia/Cross Country Skiing;11
2006/Russia/Figure Skating;6
2006/Russia/Freestyle Skiing;1
2006/Russia/Luge;1
2006/Russia/Speed Skating;7
2006/Slovakia/Snowboarding;1
2006/South Korea/Short-Track Speed Skating;18
2006/South Korea/Speed Skating;1
2006/Sweden/Alpine Skiing;4
2006/Sweden/Biathlon;2
2006/Sweden/Cross Country Skiing;10
2006/Sweden/Curling;4
2006/Sweden/Ice Hockey;44
2006/Switzerland/Alpine Skiing;3
2006/Switzerland/Bobsleigh;6
2006/Switzerland/Curling;4
2006/Switzerland/Figure Skating;1
2006/Switzerland/Freestyle Skiing;1
2006/Switzerland/Skeleton;2
2006/Switzerland/Snowboarding;4
2006/Ukraine/Biathlon;1
2006/Ukraine/Figure Skating;2
2006/United States/Alpine Skiing;2
2006/United States/Bobsleigh;2
2006/United States/Curling;4
2006/United States/Figure Skating;3
2006/United States/Freestyle Skiing;1
2006/United States/Ice Hockey;20
2006/United States/Short-Track Speed Skating;6
2006/United States/Snowboarding;7
2006/United States/Speed Skating;7
2008/Afghanistan/Taekwondo;1
2008/Algeria/Judo;2
2008/Argentina/Basketball;12
2008/Argentina/Cycling;2
2008/Argentina/Football;18
2008/Argentina/Hockey;16
2008/Argentina/Judo;1
2008/Argentina/Sailing;2
2008/Armenia/Boxing;1
2008/Armenia/Weightlifting;3
2008/Armenia/Wrestling;2
2008/Australia/Athletics;4
2008/Australia/Basketball;12
2008/Australia/Canoeing;8
2008/Australia/Cycling;1
2008/Australia/Diving;3
2008/Australia/Equestrian;5
2008/Australia/Hockey;17
2008/Australia/Rowing;8
2008/Australia/Sailing;6
2008/Australia/Shooting;1
2008/Australia/Softball;15
2008/Australia/Swimming;54
2008/Australia/Triathlon;2
2008/Australia/Waterpolo;13
2008/Austria/Canoeing;1
2008/Austria/Judo;1
2008/Austria/Swimming;1
2008/Azerbaijan/Boxing;1
2008/Azerbaijan/Judo;2
2008/Azerbaijan/Wrestling;4
2008/Bahamas/Athletics;7
2008/Belarus/Athletics;7
2008/Belarus/Canoeing;8
2008/Belarus/Rhythmic Gymnastics;7
2008/Belarus/Rowing;3
2008/Belarus/Weightlifting;3
2008/Belarus/Wrestling;2
2008/Belgium/Athletics;5
2008/Brazil/Athletics;1
2008/Brazil/Beach Volleyball;4
2008/Brazil/Football;35
2008/Brazil/Judo;3
2008/Brazil/Sailing;4
2008/Brazil/Swimming;2
2008/Brazil/Taekwondo;1
2008/Brazil/Volleyball;24
2008/Bulgaria/Rowing;1
2008/Bulgaria/Wrestling;4
2008/Cameroon/Athletics;1
2008/Canada/Athletics;1
2008/Canada/Canoeing;2
2008/Canada/Diving;2
2008/Canada/Equestrian;5
2008/Canada/Rowing;17
2008/Canada/Swimming;1
2008/Canada/Taekwondo;1
2008/Canada/Trampoline;2
2008/Canada/Triathlon;1
2008/Canada/Wrestling;2
2008/Chile/Tennis;1
2008/China/Archery;7
2008/China/Athletics;2
2008/China/Badminton;12
2008/China/Beach Volleyball;4
2008/China/Boxing;4
2008/China/Canoeing;2
2008/China/Cycling;1
2008/China/Diving;15
2008/China/Fencing;5
2008/China/Gymnastics;24
2008/China/Hockey;16
2008/China/Judo;4
2008/China/Rhythmic Gymnastics;6
2008/China/Rowing;6
2008/China/Sailing;2
2008/China/Shooting;8
2008/China/Swimming;14
2008/China/Synchronized Swimming;9
2008/China/Table Tennis;12
2008/China/Taekwondo;2
2008/China/Tennis;2
2008/China/Trampoline;3
2008/China/Volleyball;12
2008/China/Weightlifting;9
2008/China/Wrestling;3
2008/Chinese Taipei/Taekwondo;2
2008/Chinese Taipei/Weightlifting;2
2008/Colombia/Weightlifting;1
2008/Colombia/Wrestling;1
2008/Croatia/Athletics;1
2008/Croatia/Gymnastics;1
2008/Croatia/Shooting;1
2008/Croatia/Taekwondo;2
2008/Cuba/Athletics;5
2008/Cuba/Baseball;24
2008/Cuba/Boxing;8
2008/Cuba/Cycling;1
2008/Cuba/Judo;6
2008/Cuba/Shooting;1
2008/Cuba/Taekwondo;1
2008/Cuba/Wrestling;1
2008/Czech Republic/Athletics;1
2008/Czech Republic/Canoeing;2
2008/Czech Republic/Rowing;1
2008/Czech Republic/Shooting;3
2008/Denmark/Canoeing;2
2008/Denmark/Cycling;5
2008/Denmark/Equestrian;3
2008/Denmark/Rowing;6
2008/Denmark/Sailing;2
2008/Denmark/Swimming;1
2008/Dominican Republic/Boxing;1
2008/Dominican Republic/Taekwondo;1
2008/Ecuador/Athletics;1
2008/Egypt/Judo;1
2008/Estonia/Athletics;1
2008/Estonia/Rowing;2
2008/Ethiopia/Athletics;7
2008/Finland/Athletics;1
2008/Finland/Rowing;2
2008/Finland/Shooting;2
2008/France/Archery;3
2008/France/Athletics;2
2008/France/Boxing;3
2008/France/Canoeing;3
2008/France/Cycling;9
2008/France/Fencing;8
2008/France/Gymnastics;2
2008/France/Handball;15
2008/France/Judo;4
2008/France/Rowing;8
2008/France/Sailing;4
2008/France/Shooting;1
2008/France/Swimming;11
2008/France/Taekwondo;1
2008/France/Weightlifting;1
2008/France/Wrestling;2
2008/Georgia/Judo;1
2008/Georgia/Shooting;1
2008/Georgia/Wrestling;4
2008/Germany/Athletics;1
2008/Germany/Canoeing;18
2008/Germany/Cycling;5
2008/Germany/Diving;4
2008/Germany/Equestrian;11
2008/Germany/Fencing;2
2008/Germany/Football;16
2008/Germany/Gymnastics;2
2008/Germany/Hockey;17
2008/Germany/Judo;1
2008/Germany/Modern Pentathlon;1
2008/Germany/Rowing;6
2008/Germany/Sailing;2
2008/Germany/Shooting;4
2008/Germany/Swimming;3
2008/Germany/Table Tennis;3
2008/Germany/Triathlon;1
2008/Germany/Weightlifting;1
2008/Germany/Wrestling;1
2008/Great Britain/Athletics;4
2008/Great Britain/Boxing;3
2008/Great Britain/Canoeing;3
2008/Great Britain/Cycling;19
2008/Great Britain/Equestrian;6
2008/Great Britain/Gymnastics;1
2008/Great Britain/Modern Pentathlon;1
2008/Great Britain/Rowing;23
2008/Great Britain/Sailing;10
2008/Great Britain/Swimming;6
2008/Great Britain/Taekwondo;1
2008/Greece/Athletics;1
2008/Greece/Rowing;2
2008/Greece/Sailing;3
2008/Greece/Taekwondo;1
2008/Hungary/Canoeing;9
2008/Hungary/Fencing;1
2008/Hungary/Swimming;3
2008/Hungary/Waterpolo;13
2008/Hungary/Wrestling;1
2008/Iceland/Handball;14
2008/India/Boxing;1
2008/India/Shooting;1
2008/India/Wrestling;1
2008/Indonesia/Badminton;5
2008/Indonesia/Weightlifting;2
2008/Iran/Taekwondo;1
2008/Iran/Wrestling;1
2008/Ireland/Boxing;3
2008/Israel/Sailing;1
2008/Italy/Archery;3
2008/Italy/Athletics;2
2008/Italy/Boxing;3
2008/Italy/Canoeing;3
2008/Italy/Cycling;1
2008/Italy/Fencing;17
2008/Italy/Judo;1
2008/Italy/Rowing;4
2008/Italy/Sailing;2
2008/Italy/Shooting;3
2008/Italy/Swimming;2
2008/Italy/Taekwondo;1
2008/Italy/Wrestling;1
2008/Jamaica/Athletics;19
2008/Japan/Athletics;4
2008/Japan/Cycling;1
2008/Japan/Fencing;1
2008/Japan/Gymnastics;7
2008/Japan/Judo;7
2008/Japan/Softball;15
2008/Japan/Swimming;8
2008/Japan/Synchronized Swimming;2
2008/Japan/Wrestling;6
2008/Kazakhstan/Boxing;2
2008/Kazakhstan/Judo;1
2008/Kazakhstan/Taekwondo;1
2008/Kazakhstan/Weightlifting;4
2008/Kazakhstan/Wrestling;5
2008/Kenya/Athletics;14
2008/Kyrgyzstan/Wrestling;2
2008/Latvia/Athletics;1
2008/Latvia/Cycling;1
2008/Latvia/Weightlifting;1
2008/Lithuania/Athletics;1
2008/Lithuania/Modern Pentathlon;2
2008/Lithuania/Sailing;1
2008/Lithuania/Wrestling;1
2008/Malaysia/Badminton;1
2008/Mauritius/Boxing;1
2008/Mexico/Diving;2
2008/Mexico/Taekwondo;2
2008/Moldova/Boxing;1
2008/Mongolia/Boxing;2
2008/Mongolia/Judo;1
2008/Mongolia/Shooting;1
2008/Morocco/Athletics;2
2008/Netherlands/Cycling;1
2008/Netherlands/Equestrian;4
2008/Netherlands/Hockey;16
2008/Netherlands/Judo;5
2008/Netherlands/Rowing;11
2008/Netherlands/Sailing;5
2008/Netherlands/Swimming;7
2008/Netherlands/Waterpolo;12
2008/New Zealand/Athletics;2
2008/New Zealand/Cycling;6
2008/New Zealand/Rowing;5
2008/New Zealand/Sailing;1
2008/New Zealand/Triathlon;1
2008/Nigeria/Athletics;6
2008/Nigeria/Football;16
2008/Nigeria/Taekwondo;1
2008/North Korea/Gymnastics;1
2008/North Korea/Judo;3
2008/North Korea/Weightlifting;2
2008/Norway/Athletics;2
2008/Norway/Canoeing;1
2008/Norway/Handball;14
2008/Norway/Rowing;1
2008/Norway/Shooting;1
2008/Norway/Swimming;2
2008/Norway/Taekwondo;1
2008/Panama/Athletics;1
2008/Poland/Athletics;2
2008/Poland/Canoeing;2
2008/Poland/Cycling;1
2008/Poland/Fencing;4
2008/Poland/Gymnastics;1
2008/Poland/Rowing;8
2008/Poland/Weightlifting;1
2008/Poland/Wrestling;1
2008/Portugal/Athletics;1
2008/Portugal/Triathlon;1
2008/Romania/Athletics;1
2008/Romania/Fencing;2
2008/Romania/Gymnastics;7
2008/Romania/Judo;1
2008/Romania/Rowing;11
2008/Russia/Archery;1
2008/Russia/Athletics;29
2008/Russia/Basketball;12
2008/Russia/Boxing;3
2008/Russia/Canoeing;5
2008/Russia/Cycling;4
2008/Russia/Diving;8
2008/Russia/Fencing;4
2008/Russia/Gymnastics;2
2008/Russia/Handball;14
2008/Russia/Modern Pentathlon;1
2008/Russia/Rhythmic Gymnastics;7
2008/Russia/Shooting;4
2008/Russia/Swimming;8
2008/Russia/Synchronized Swimming;11
2008/Russia/Tennis;3
2008/Russia/Volleyball;12
2008/Russia/Weightlifting;7
2008/Russia/Wrestling;11
2008/Serbia/Swimming;1
2008/Serbia/Tennis;1
2008/Serbia/Waterpolo;13
2008/Singapore/Table Tennis;3
2008/Slovakia/Canoeing;8
2008/Slovakia/Shooting;1
2008/Slovakia/Wrestling;1
2008/Slovenia/Athletics;1
2008/Slovenia/Judo;1
2008/Slovenia/Sailing;1
2008/Slovenia/Shooting;1
2008/Slovenia/Swimming;1
2008/South Africa/Athletics;1
2008/South Korea/Archery;9
2008/South Korea/Badminton;6
2008/South Korea/Baseball;24
2008/South Korea/Boxing;1
2008/South Korea/Fencing;1
2008/South Korea/Gymnastics;1
2008/South Korea/Handball;14
2008/South Korea/Judo;4
2008/South Korea/Shooting;2
2008/South Korea/Swimming;2
2008/South Korea/Table Tennis;6
2008/South Korea/Taekwondo;4
2008/South Korea/Weightlifting;3
2008/South Korea/Wrestling;1
2008/Spain/Basketball;12
2008/Spain/Canoeing;4
2008/Spain/Cycling;5
2008/Spain/Fencing;1
2008/Spain/Gymnastics;1
2008/Spain/Handball;14
2008/Spain/Hockey;16
2008/Spain/Sailing;4
2008/Spain/Synchronized Swimming;10
2008/Spain/Tennis;3
2008/Sudan/Athletics;1
2008/Sweden/Cycling;2
2008/Sweden/Equestrian;1
2008/Sweden/Sailing;2
2008/Sweden/Tennis;2
2008/Switzerland/Cycling;4
2008/Switzerland/Equestrian;4
2008/Switzerland/Judo;1
2008/Switzerland/Tennis;2
2008/Tajikistan/Judo;1
2008/Tajikistan/Wrestling;1
2008/Thailand/Boxing;2
2008/Thailand/Taekwondo;1
2008/Thailand/Weightlifting;1
2008/Togo/Canoeing;1
2008/Trinidad and Tobago/Athletics;6
2008/Tunisia/Swimming;1
2008/Turkey/Athletics;2
2008/Turkey/Boxing;1
2008/Turkey/Taekwondo;2
2008/Turkey/Weightlifting;1
2008/Turkey/Wrestling;2
2008/Ukraine/Archery;1
2008/Ukraine/Athletics;5
2008/Ukraine/Boxing;2
2008/Ukraine/Canoeing;2
2008/Ukraine/Cycling;1
2008/Ukraine/Diving;2
2008/Ukraine/Fencing;4
2008/Ukraine/Gymnastics;1
2008/Ukraine/Judo;1
2008/Ukraine/Modern Pentathlon;1
2008/Ukraine/Rhythmic Gymnastics;1
2008/Ukraine/Shooting;3
2008/Ukraine/Weightlifting;2
2008/Ukraine/Wrestling;5
2008/United States/Athletics;32
2008/United States/Baseball;24
2008/United States/Basketball;24
2008/United States/Beach Volleyball;4
2008/United States/Boxing;1
2008/United States/Cycling;5
2008/United States/Equestrian;6
2008/United States/Fencing;13
2008/United States/Football;17
2008/United States/Gymnastics;20
2008/United States/Judo;1
2008/United States/Rowing;19
2008/United States/Sailing;2
2008/United States/Shooting;6
2008/United States/Softball;15
2008/United States/Swimming;68
2008/United States/Taekwondo;3
2008/United States/Tennis;4
2008/United States/Volleyball;24
2008/United States/Waterpolo;26
2008/United States/Wrestling;3
2008/Uzbekistan/Gymnastics;1
2008/Uzbekistan/Judo;2
2008/Uzbekistan/Trampoline;1
2008/Uzbekistan/Wrestling;2
2008/Venezuela/Taekwondo;1
2008/Vietnam/Weightlifting;1
2008/Zimbabwe/Swimming;4
2010/Australia/Freestyle Skiing;2
2010/Australia/Snowboarding;1
2010/Austria/Alpine Skiing;4
2010/Austria/Biathlon;5
2010/Austria/Freestyle Skiing;1
2010/Austria/Luge;3
2010/Austria/Nordic Combined;5
2010/Austria/Ski Jumping;6
2010/Austria/Snowboarding;2
2010/Belarus/Biathlon;2
2010/Belarus/Freestyle Skiing;1
2010/Canada/Bobsleigh;8
2010/Canada/Curling;10
2010/Canada/Figure Skating;3
2010/Canada/Freestyle Skiing;3
2010/Canada/Ice Hockey;43
2010/Canada/Short-Track Speed Skating;12
2010/Canada/Skeleton;1
2010/Canada/Snowboarding;3
2010/Canada/Speed Skating;7
2010/China/Curling;4
2010/China/Figure Skating;4
2010/China/Freestyle Skiing;3
2010/China/Short-Track Speed Skating;7
2010/China/Speed Skating;1
2010/Croatia/Alpine Skiing;2
2010/Croatia/Biathlon;1
2010/Czech Republic/Alpine Skiing;1
2010/Czech Republic/Cross Country Skiing;5
2010/Czech Republic/Speed Skating;3
2010/Estonia/Cross Country Skiing;1
2010/Finland/Cross Country Skiing;5
2010/Finland/Ice Hockey;41
2010/Finland/Snowboarding;1
2010/France/Biathlon;9
2010/France/Freestyle Skiing;1
2010/France/Nordic Combined;1
2010/France/Snowboarding;3
2010/Germany/Alpine Skiing;3
2010/Germany/Biathlon;8
2010/Germany/Bobsleigh;8
2010/Germany/Cross Country Skiing;10
2010/Germany/Figure Skating;2
2010/Germany/Luge;6
2010/Germany/Nordic Combined;4
2010/Germany/Skeleton;2
2010/Germany/Ski Jumping;4
2010/Germany/Speed Skating;7
2010/Great Britain/Skeleton;1
2010/Italy/Alpine Skiing;1
2010/Italy/Cross Country Skiing;1
2010/Italy/Luge;1
2010/Italy/Nordic Combined;1
2010/Italy/Short-Track Speed Skating;1
2010/Japan/Figure Skating;2
2010/Japan/Speed Skating;5
2010/Kazakhstan/Biathlon;1
2010/Latvia/Luge;2
2010/Latvia/Skeleton;1
2010/Netherlands/Snowboarding;1
2010/Netherlands/Speed Skating;10
2010/Norway/Alpine Skiing;4
2010/Norway/Biathlon;8
2010/Norway/Cross Country Skiing;16
2010/Norway/Curling;4
2010/Norway/Freestyle Skiing;2
2010/Norway/Ski Jumping;4
2010/Norway/Speed Skating;1
2010/Poland/Cross Country Skiing;3
2010/Poland/Ski Jumping;2
2010/Poland/Speed Skating;3
2010/Russia/Biathlon;10
2010/Russia/Bobsleigh;2
2010/Russia/Cross Country Skiing;6
2010/Russia/Figure Skating;3
2010/Russia/Skeleton;1
2010/Russia/Snowboarding;1
2010/Russia/Speed Skating;2
2010/Slovakia/Biathlon;3
2010/Slovenia/Alpine Skiing;2
2010/Slovenia/Cross Country Skiing;1
2010/South Korea/Figure Skating;1
2010/South Korea/Short-Track Speed Skating;12
2010/South Korea/Speed Skating;5
2010/Sweden/Alpine Skiing;2
2010/Sweden/Biathlon;1
2010/Sweden/Cross Country Skiing;11
2010/Sweden/Curling;4
2010/Switzerland/Alpine Skiing;3
2010/Switzerland/Cross Country Skiing;1
2010/Switzerland/Curling;4
2010/Switzerland/Freestyle Skiing;1
2010/Switzerland/Ski Jumping;2
2010/Switzerland/Snowboarding;1
2010/United States/Alpine Skiing;8
2010/United States/Bobsleigh;6
2010/United States/Figure Skating;3
2010/United States/Freestyle Skiing;4
2010/United States/Ice Hockey;43
2010/United States/Nordic Combined;7
2010/United States/Short-Track Speed Skating;14
2010/United States/Snowboarding;5
2010/United States/Speed Skating;7
2012/Afghanistan/Taekwondo;1
2012/Algeria/Athletics;1
2012/Argentina/Hockey;17
2012/Argentina/Sailing;2
2012/Argentina/Taekwondo;1
2012/Argentina/Tennis;1
2012/Armenia/Weightlifting;1
2012/Armenia/Wrestling;2
2012/Australia/Athletics;3
2012/Australia/Basketball;12
2012/Australia/Canoeing;5
2012/Australia/Cycling;10
2012/Australia/Diving;1
2012/Australia/Hockey;16
2012/Australia/Rowing;13
2012/Australia/Sailing;8
2012/Australia/Swimming;32
2012/Australia/Triathlon;1
2012/Australia/Waterpolo;13
2012/Azerbaijan/Boxing;2
2012/Azerbaijan/Weightlifting;1
2012/Azerbaijan/Wrestling;7
2012/Bahamas/Athletics;4
2012/Bahrain/Athletics;1
2012/Belarus/Canoeing;8
2012/Belarus/Rhythmic Gymnastics;7
2012/Belarus/Shooting;1
2012/Belarus/Swimming;2
2012/Belarus/Tennis;3
2012/Belarus/Weightlifting;2
2012/Belgium/Judo;1
2012/Belgium/Sailing;1
2012/Belgium/Shooting;1
2012/Botswana/Athletics;1
2012/Brazil/Beach Volleyball;4
2012/Brazil/Boxing;3
2012/Brazil/Football;18
2012/Brazil/Gymnastics;1
2012/Brazil/Judo;4
2012/Brazil/Modern Pentathlon;1
2012/Brazil/Sailing;2
2012/Brazil/Swimming;2
2012/Brazil/Volleyball;24
2012/Bulgaria/Boxing;1
2012/Bulgaria/Wrestling;1
2012/Canada/Athletics;1
2012/Canada/Canoeing;3
2012/Canada/Cycling;3
2012/Canada/Diving;4
2012/Canada/Football;18
2012/Canada/Judo;1
2012/Canada/Rowing;18
2012/Canada/Swimming;3
2012/Canada/Trampoline;1
2012/Canada/Weightlifting;1
2012/Canada/Wrestling;2
2012/China/Archery;4
2012/China/Athletics;6
2012/China/Badminton;12
2012/China/Boxing;3
2012/China/Cycling;4
2012/China/Diving;14
2012/China/Fencing;6
2012/China/Gymnastics;12
2012/China/Judo;2
2012/China/Modern Pentathlon;1
2012/China/Rowing;2
2012/China/Sailing;1
2012/China/Shooting;7
2012/China/Swimming;15
2012/China/Synchronized Swimming;11
2012/China/Table Tennis;10
2012/China/Taekwondo;3
2012/China/Trampoline;4
2012/China/Weightlifting;7
2012/China/Wrestling;1
2012/Chinese Taipei/Taekwondo;1
2012/Chinese Taipei/Weightlifting;1
2012/Colombia/Athletics;1
2012/Colombia/Cycling;3
2012/Colombia/Judo;1
2012/Colombia/Taekwondo;1
2012/Colombia/Weightlifting;1
2012/Colombia/Wrestling;1
2012/Croatia/Athletics;1
2012/Croatia/Handball;15
2012/Croatia/Rowing;4
2012/Croatia/Shooting;1
2012/Croatia/Taekwondo;1
2012/Croatia/Waterpolo;13
2012/Cuba/Athletics;2
2012/Cuba/Boxing;4
2012/Cuba/Judo;3
2012/Cuba/Shooting;1
2012/Cuba/Taekwondo;1
2012/Cuba/Weightlifting;1
2012/Cuba/Wrestling;2
2012/Cyprus/Sailing;1
2012/Czech Republic/Athletics;2
2012/Czech Republic/Canoeing;5
2012/Czech Republic/Cycling;1
2012/Czech Republic/Modern Pentathlon;1
2012/Czech Republic/Rowing;2
2012/Czech Republic/Shooting;1
2012/Czech Republic/Tennis;2
2012/Denmark/Badminton;4
2012/Denmark/Cycling;1
2012/Denmark/Rowing;7
2012/Denmark/Sailing;3
2012/Denmark/Shooting;1
2012/Dominican Republic/Athletics;2
2012/Egypt/Fencing;1
2012/Egypt/Wrestling;1
2012/Estonia/Athletics;1
2012/Estonia/Wrestling;1
2012/Ethiopia/Athletics;7
2012/Finland/Athletics;1
2012/Finland/Sailing;4
2012/France/Athletics;2
2012/France/Basketball;12
2012/France/Canoeing;2
2012/France/Cycling;6
2012/France/Gymnastics;1
2012/France/Handball;15
2012/France/Judo;7
2012/France/Rowing;2
2012/France/Sailing;1
2012/France/Shooting;2
2012/France/Swimming;21
2012/France/Taekwondo;2
2012/France/Tennis;4
2012/France/Wrestling;1
2012/Gabon/Taekwondo;1
2012/Georgia/Judo;1
2012/Georgia/Wrestling;6
2012/Germany/Athletics;8
2012/Germany/Beach Volleyball;2
2012/Germany/Canoeing;14
2012/Germany/Cycling;9
2012/Germany/Equestrian;10
2012/Germany/Fencing;5
2012/Germany/Gymnastics;3
2012/Germany/Hockey;16
2012/Germany/Judo;4
2012/Germany/Rowing;17
2012/Germany/Swimming;1
2012/Germany/Table Tennis;4
2012/Germany/Taekwondo;1
2012/Great Britain/Athletics;6
2012/Great Britain/Boxing;5
2012/Great Britain/Canoeing;7
2012/Great Britain/Cycling;19
2012/Great Britain/Diving;1
2012/Great Britain/Equestrian;14
2012/Great Britain/Gymnastics;8
2012/Great Britain/Hockey;16
2012/Great Britain/Judo;2
2012/Great Britain/Modern Pentathlon;1
2012/Great Britain/Rowing;28
2012/Great Britain/Sailing;8
2012/Great Britain/Shooting;1
2012/Great Britain/Swimming;3
2012/Great Britain/Taekwondo;2
2012/Great Britain/Tennis;3
2012/Great Britain/Triathlon;2
2012/Greece/Judo;1
2012/Greece/Rowing;2
2012/Grenada/Athletics;1
2012/Guatemala/Athletics;1
2012/Hong Kong/Cycling;1
2012/Hungary/Athletics;1
2012/Hungary/Canoeing;14
2012/Hungary/Fencing;1
2012/Hungary/Gymnastics;1
2012/Hungary/Judo;2
2012/Hungary/Modern Pentathlon;1
2012/Hungary/Swimming;3
2012/Hungary/Wrestling;2
2012/India/Badminton;1
2012/India/Boxing;1
2012/India/Shooting;2
2012/India/Wrestling;2
2012/Indonesia/Weightlifting;2
2012/Iran/Athletics;1
2012/Iran/Taekwondo;1
2012/Iran/Weightlifting;4
2012/Iran/Wrestling;6
2012/Ireland/Boxing;4
2012/Ireland/Equestrian;1
2012/Italy/Archery;3
2012/Italy/Athletics;1
2012/Italy/Boxing;3
2012/Italy/Canoeing;1
2012/Italy/Cycling;1
2012/Italy/Fencing;16
2012/Italy/Gymnastics;1
2012/Italy/Judo;1
2012/Italy/Rhythmic Gymnastics;6
2012/Italy/Rowing;2
2012/Italy/Shooting;5
2012/Italy/Swimming;1
2012/Italy/Taekwondo;2
2012/Italy/Volleyball;12
2012/Italy/Waterpolo;13
2012/Jamaica/Athletics;25
2012/Japan/Archery;4
2012/Japan/Athletics;1
2012/Japan/Badminton;2
2012/Japan/Boxing;2
2012/Japan/Fencing;4
2012/Japan/Football;18
2012/Japan/Gymnastics;7
2012/Japan/Judo;7
2012/Japan/Swimming;17
2012/Japan/Table Tennis;3
2012/Japan/Volleyball;12
2012/Japan/Weightlifting;1
2012/Japan/Wrestling;6
2012/Kazakhstan/Athletics;1
2012/Kazakhstan/Boxing;4
2012/Kazakhstan/Cycling;1
2012/Kazakhstan/Weightlifting;4
2012/Kazakhstan/Wrestling;3
2012/Kenya/Athletics;11
2012/Kuwait/Shooting;1
2012/Latvia/Beach Volleyball;2
2012/Latvia/Cycling;1
2012/Lithuania/Boxing;1
2012/Lithuania/Canoeing;1
2012/Lithuania/Modern Pentathlon;1
2012/Lithuania/Swimming;1
2012/Lithuania/Wrestling;1
2012/Malaysia/Badminton;1
2012/Malaysia/Diving;1
2012/Mexico/Archery;2
2012/Mexico/Diving;5
2012/Mexico/Football;16
2012/Mexico/Taekwondo;1
2012/Moldova/Weightlifting;2
2012/Mongolia/Boxing;2
2012/Mongolia/Judo;2
2012/Mongolia/Wrestling;1
2012/Montenegro/Handball;14
2012/Morocco/Athletics;1
2012/Netherlands/Cycling;3
2012/Netherlands/Equestrian;9
2012/Netherlands/Gymnastics;1
2012/Netherlands/Hockey;33
2012/Netherlands/Judo;2
2012/Netherlands/Rowing;9
2012/Netherlands/Sailing;4
2012/Netherlands/Swimming;8
2012/New Zealand/Athletics;1
2012/New Zealand/Canoeing;1
2012/New Zealand/Cycling;7
2012/New Zealand/Equestrian;5
2012/New Zealand/Rowing;9
2012/New Zealand/Sailing;4
2012/North Korea/Judo;1
2012/North Korea/Weightlifting;4
2012/North Korea/Wrestling;1
2012/Norway/Canoeing;1
2012/Norway/Cycling;1
2012/Norway/Fencing;1
2012/Norway/Handball;14
2012/Poland/Athletics;2
2012/Poland/Canoeing;2
2012/Poland/Rowing;2
2012/Poland/Sailing;2
2012/Poland/Shooting;1
2012/Poland/Weightlifting;2
2012/Poland/Wrestling;1
2012/Portugal/Canoeing;2
2012/Puerto Rico/Athletics;1
2012/Puerto Rico/Wrestling;1
2012/Qatar/Athletics;1
2012/Qatar/Shooting;1
2012/Romania/Fencing;4
2012/Romania/Gymnastics;7
2012/Romania/Judo;2
2012/Romania/Shooting;1
2012/Romania/Weightlifting;2
2012/Russia/Athletics;23
2012/Russia/Badminton;2
2012/Russia/Basketball;12
2012/Russia/Boxing;6
2012/Russia/Canoeing;5
2012/Russia/Cycling;2
2012/Russia/Diving;3
2012/Russia/Fencing;6
2012/Russia/Gymnastics;12
2012/Russia/Judo;5
2012/Russia/Rhythmic Gymnastics;8
2012/Russia/Shooting;1
2012/Russia/Swimming;9
2012/Russia/Synchronized Swimming;11
2012/Russia/Taekwondo;2
2012/Russia/Tennis;3
2012/Russia/Trampoline;1
2012/Russia/Volleyball;12
2012/Russia/Weightlifting;6
2012/Russia/Wrestling;11
2012/Saudi Arabia/Equestrian;4
2012/Serbia/Shooting;2
2012/Serbia/Taekwondo;1
2012/Serbia/Waterpolo;13
2012/Singapore/Table Tennis;4
2012/Slovakia/Canoeing;3
2012/Slovakia/Shooting;2
2012/Slovenia/Athletics;1
2012/Slovenia/Judo;1
2012/Slovenia/Rowing;2
2012/Slovenia/Shooting;1
2012/South Africa/Athletics;1
2012/South Africa/Canoeing;1
2012/South Africa/Rowing;4
2012/South Africa/Swimming;3
2012/South Korea/Archery;8
2012/South Korea/Badminton;2
2012/South Korea/Boxing;1
2012/South Korea/Fencing;15
2012/South Korea/Football;18
