id;count
MX01;1184996
MX02;3155070
MX03;637026
MX04;822441
MX05;2748391
MX06;650555
MX07;4796580
MX08;3406465
MX09;8851080
MX10;1632934
MX11;5486372
MX12;3388768
MX13;2665018
MX14;7350682
MX15;15175862
MX16;4351037
MX17;1777227
MX18;1084979
MX19;4653458
MX20;3801962
MX21;5779829
MX22;1827937
MX23;1325578
MX24;2585518
MX25;2767761
MX26;2662480
MX27;2238603
MX28;3268554
MX29;1169936
MX30;7643194
MX31;1955577
MX32;1490668
